Sinhala,English
"සති කිහිපයකට පෙර, මාධ්‍යවේදී මාකිස් ට්‍රියැන්ටෆිලොපොලස් ඇල්ෆා ටීවී හි සිය ජනප්‍රිය ""Zoungla"" රූපවාහිනී වැඩසටහනෙහි ප්‍රකාශයට පත් කළ තොරතුරුවලින් අනතුරුව, පෙට්‍රෝස් මැන්ටොව්වලස් සිය කාර්යාලයේ සාමාජිකයන් නීති විරෝධී හා දූෂණ කටයුතුවල නියැලී ඇති බැවින් නිලය අතහැරියේ ය.
","A few weeks ago, after the information published by the journalist Makis Triantafylopoulos in his popular Television show ""Zoungla"" in Alpha TV, the member of Parliament and lawyer, Petros Mantouvalos was abdicated as members of his office had been involved in illegal graft and corruption.
"
"තවද, ජ්‍යෙෂ්ඨ විනිසුරු එවාන්ගෙලෝස් කාලෝසිස් දූෂණ සහ පහත් පෙළේ චර්යාව සම්බන්ධයෙන් වැරදි බවට හඳුනාගැනීමෙන් අනතුරුව බන්ධනාගාරගත වී ඇත.
","Moreover, top judge Evangelos Kalousis is imprisoned as he found guilty of corruption and degenerate behaviour.
"
"තමන් ජීවය ආරම්භ වන්නේ කවදාදැයි විශ්වාස කරන්නේ කවදා සිට ද යන්න කීම රොබර්ට්ස් තදින්ම ප්‍රතික්ෂේප කළ අතර, ගබ්සාව පිළිබඳ ආචාර ධර්ම සලකා බැලීමේ දී වැදගත් ප්‍රශ්නයක් ලෙස පැවසුවේ එවැනි සිද්ධීන් සුවිශේෂීකරණය පිළිබඳව අදහස් දැක්වීම සදාචාර සම්පන්න නොවන බවයි.
","Roberts flatly refused to say about when he believes life begins, an important question when considering the ethics of abortion, saying that it would be unethical to comment on the specifics of likely cases.
"
"කෙසේ වූවත්, අනුකූල වූ ශ්‍රේෂ්ඨාධිකරණ නීතිවල වැදගත්කම අවධාරණය කර රෝ වී. වේඩ්ගේ පූර්ව ප්‍රකාශය  වූ ""භූමියේ ස්ථාපිත වූ නීතිය"" පුනර්වාචන කිරීම ඔහු විසින් සිදු කෙරුණි.
","He did, however, reiterate his earlier statement that Roe v. Wade was the ""settled law of the land"", emphasizing the importance of consistent Supreme Court rulings.
"
"රෝයි තීරණය මත රඳා පැවති පෞද්ගලිකත්වයට ඇති ගම්‍යමාන අයිතිය තමා විශ්වාස කළ බවද ඔහු තහවුරු කළේ ය.
","He also confirmed that he believed in the implied right to privacy which the Roe decision depended upon.
"
"මරූචිඩෝර් ලැයිස්තුවේ ඉහළින් ම අවසන් කර තිබූ අතර, ඒ දෙවැන්නා වූ නූසාට වඩා ලකුණු හයක් ඉදිරියෙනි.
","Maroochydore had finished on top of the ladder, six points clear of Noosa in second.
"
"ළකුණු 11කින් නූසා විසින් ජයග්‍රාහකයන් අභියෝගයට ලක් කළ පාර්ශව දෙක ප්‍රධාන අවසන් පූර්වයෙහි තරඟ වදියි.
","The two sides would meet in the major semi final where Noosa ran out winners by 11 points.
"
"අනතුරුව මූලික අවසන් වටයේදී මරූචිඩෝර් විසින් කබුල්ච පරාජයට පත් කරන ලදී.
","Maroochydore then defeated Caboolture in the Preliminary Final.
"
"හෙස්ඩ්‍පරොනිෂස් එලිසබිදි යනු රොමියෝසෝරිඩී පවුලෙහි විශේෂයක් වන අතර වෙලොසිරැප්ටර් හා ඥාති සම්බන්ධතාවක් ඇත.
","Hesperonychus elizabethae is a species of the family Dromaeosauridae and is a cousin of Velociraptor .
"
"මෙම සම්පූර්ණයෙන් පිහාටුවලින් වැසුණු, උණුසුම් රුධිර මාංශ භක්ෂක පක්ෂියා වෙලොසිරැප්ටර්හි නිය සහිත පාද දෙකෙන් සෘජුව ඇවිදින්නට ඇතැයි විශ්වාස කෙරිණ.
","This fully feathered, warm blooded bird of prey was believed to have walked upright on two legs with claws like the Velociraptor.
"
"උගේ දෙවන නිය වඩා විශාල වූ බැවින්, ""බස්නාහිර නිය"" යන්න අර්ථ ගැන්වෙන හෙස්පරොනිෂස් යන නාමය ඇති කර ගන්නා ලදී.
","Its second claw was larger, giving rise to the name Hesperonychus which means ""western claw.""
"
"කැඩෙන අයිස්වලට අමතරව, දැඩි කාලගුණ තත්ත්වයන් ද බේරා ගැනීමේ ප්‍රයත්නවලට බාධා වී ඇත.
","In addition to the crushing ice, extreme weather conditions have been hampering rescue efforts.
"
"ලබන සතියේ අවස්ථාවක් වන තෙක් තත්වයේ වැඩිදියුණු වීමක් සිදු නොවන බවට පිට්මන් යෝජනා කළේය.
","Pittman suggested that conditions wouldn't improve until sometime next week.
"
"පිට්මන්ට අනුව, මෙය සීල් මසුන් දඩයම් කරන නැව්, පසුගිය වසර 15ක කාලයකට අත්දැකපු විශාලතම සහ වැඩිම ඝනත්වයකින් යුත් මුහුදු අයිස් ප්‍රමාණයක් වෙයි.
","The amount and thickness of the pack ice, according to Pittman, is the worst it has been for sealers in the past 15 years.
"
"මාර්තු 21 වන දින පාසල් වෙඩි තැබීම් සම්බන්ධයෙන් තවත් සිසුවෙකු අත්අඩංගුවට ගත් බවට ජෙෆ් වයිස් සහ වින්දිතයින් නව දෙනාගෙන් තිදෙනෙකුගේ අවමංගල්‍ය උත්සවය සමඟ අද රෙඩ් ලේක් ප්‍රජාව තුළ ප්‍රවෘත්ති පැතිර ගියේය.
","News spread in the Red Lake community today as funerals for Jeff Weise and three of the nine victims were held that another student was arrested in connection with the school shootings of March 21.
"
