low_res,high_res
"ගැටලුව වන්නේ හිම ඇලෙන සුළු වීමයි, එනිසා එය පහළට පැමිණීමට යම් ආරම්භයක් අවශ්‍ය වෙන අතර සමහර පහළට පැමිණෙන හිම අනික්වා ආරම්භ කිරීමේ සිදුවීම ද විය හැකිය.
","The problem is that snow is sticky, so it needs some triggering to come down, and some snow coming down can be the triggering event for the rest.
"
"බෆලෝහි උපත ලැබූ 30 වියැති සැමියා, වෙඩි තැබීමෙන් මරුමුවට පත් වූ සිව් දෙනාගෙන් කෙනෙකු වූ නමුත්, ඔහුගේ බිරියට හානියක් සිදු නොවිණි.
","The 30-year-old husband, who was born in Buffalo, was one of the four killed in the shooting, but his wife was not hurt.
"
"ලබන සතියේ අවස්ථාවක් වන තෙක් තත්වයේ වැඩිදියුණු වීමක් සිදු නොවන බවට පිට්මන් යෝජනා කළේය.
","Pittman suggested that conditions wouldn't improve until sometime next week.
"
"ධමනි නමින් හැඳින්වෙන නාල හරහා රුධිරය හෘද් වස්තුවෙන් ඉවතට ගලා යන අතර ශිරා නමින් හැඳින්වෙන නාල හරහා නැවත හෘදය වෙත රුධිරය පැමිණේ. කුඩාම නාල කේශ නාලිකා ලෙස හැඳින් වේ.
","Blood goes away from the heart in tubes called arteries and comes back to the heart in tubes called veins. The smallest tubes are called capillaries.
"
"ස්ථාපිත සංචාරක බ්ලොග් අඩවියක් මගින් ඔබේ කුසලතා වර්ධනය කර ගැනීම සංචාරක ලිපි ව්‍යාපාරයේ ආරම්භය සඳහා ඇති පහසුම ක්‍රමය වන්නේ ය.
","The easiest way to get started in the business of travel writing is to hone your skills on an established travel blog website.
"
"ශිෂ්‍ය වීසා බලපත්‍ර සඳහා සාමාන්‍යයෙන් සාමාන්‍ය සංචාරක හෝ ව්‍යාපාරික වීසා බලපත්‍රවලින් වෙනස් අවශ්‍යතා සහ අයදුම් කිරීමේ ක්‍රියා පටිපාටි ඇත.
","Student visas generally have different requirements and application procedures from normal tourist or business visas.
"
"ඔහු නැවතත් මෑතක දී බ්‍රිස්බේන් විවෘත තරඟාවලියේ දී රැයොනික් හට පරාජය විය.
","He recently lost against Raonic in the Brisbane Open.
"
"""ෆෝටෝනයක්"" නම් කුඩා ආලෝක අංශුවක් විමෝචනය කිරීමෙන්, ඔවුහු මෙය සිදු කරති.""""
","They do this by emitting a tiny particle of light called a ""photon"".
"
"ළකුණු 11කින් නූසා විසින් ජයග්‍රාහකයන් අභියෝගයට ලක් කළ පාර්ශව දෙක ප්‍රධාන අවසන් පූර්වයෙහි තරඟ වදියි.
","The two sides would meet in the major semi final where Noosa ran out winners by 11 points.
"
"සෑම වැඩසටහනක්ම, දරුවන් ඔවුන්ගේ පුස්තකාලයට ගිය විට ඔවුන් සෙවිය යුතු පොත් පිළිබඳව නිර්දේශ ලබා දෙයි.
","Each show would also provide recommendations for books that children should look for when they went to their library.
"
"අභිසාරී චින්තන රටා යනු විසඳුමක් සෙවීමට වෙනස් අදහස් හෝ ක්ෂේත්‍ර ඒකාබද්ධ කරන ගැටළු විසඳීමේ ක්‍රම වේ.
","Convergent thinking patterns are problem solving techniques that unite different ideas or fields to find a solution.
"
"මෙය ඔබට සෑම මිනිත්තු විස්සකට හෝ තිහකට වරක් අවදි වී රූපවාහිනිය නැරඹීමට සිදුවීම තරම් වෙහෙසකරය.
","This is just as exhausting as if you were to wake up every twenty or thirty minutes and watch TV.
"
"සෛල, ජීවය අධ්‍යයනය කිරීමට මූලික සහ තීරණාත්මක වන අතර, ඒවා බොහෝවිට ""ජීවයේ තැනුම් ඒකක"" ලෙස හැඳින්වේ.
","Cells are so basic and critical to the study of life, in fact, that they are often referred to as ""the building blocks of life"".
"
"සැලසුම් කරන අතරතුර, දකුණු අප්‍රිකාව ස්ථාවරව පැවතියත් අසල්වැසි රටවල් සියල්ලම එසේ නොවන බව සිහියේ තබා ගන්න.
","Keep in mind while planning that although Southern Africa is stable not all neighboring countries are.
"
"මාඕරි ජනතාව පොලිනීසියාවේ සිට විශාල යාත්‍රා හරහා සංක්‍රමණය වූ බවත්, කෘෂිකාර්මික සමාජයක් ස්ථාපිත කරමින් මොරියෝරිවරුන්ගෙන් නවසීලන්තය අත්පත් කරගත් යන අදහස, මෙම මතය ස්ථාපිත කළේය.
","The theory then established the idea that the Maori people migrated from Polynesia in a Great Fleet and took New Zealand from the Moriori, establishing an agricultural society.
"
"ෆැන්ටම් රාන්ච් හට යාබද බ්‍රයිට් ඒන්ජල් කඳවුරු භූමිය වැනි වඩාත් ම ජනප්‍රිය ප්‍රදේශවල ඉඩකඩ, සාමාන්‍යයෙන් ඒවා වෙන්කිරීම් සඳහා විවෘත කරනු ලබන පළමු දිනයේදී ම පිරී යයි.
","Space for the most popular areas, such as the Bright Angel Campground adjacent to Phantom Ranch, generally fill up by the requests received on first date they are opened to reservations.
"
